Ortholog_Group_ID,Dananassae_Gene,Dananassae_Chromosome,Dananassae_Start,Dananassae_Strand,Dsimulans_Gene,Dsimulans_Chromosome,Dsimulans_Start,Dsimulans_Strand,Dyakuba_Gene,Dyakuba_Chromosome,Dyakuba_Start,Dyakuba_Strand,Dsuzukii_Gene,Dsuzukii_Chromosome,Dsuzukii_Start,Dsuzukii_Strand,Dmiranda_Gene,Dmiranda_Chromosome,Dmiranda_Start,Dmiranda_Strand,Dmauritiana_Gene,Dmauritiana_Chromosome,Dmauritiana_Start,Dmauritiana_Strand,Dsechellia_Gene,Dsechellia_Chromosome,Dsechellia_Start,Dsechellia_Strand,Dsantomea_Gene,Dsantomea_Chromosome,Dsantomea_Start,Dsantomea_Strand,Dmelanogaster_Gene,Dmelanogaster_Chromosome,Dmelanogaster_Start,Dmelanogaster_Strand
72688at7215,LOC6500133,NC_057927.1,2345097,-,LOC27206461,NC_052523.2,6342790,+,LOC6535744,NC_052530.2,6383132,-,LOC108015959,NW_023496816.1,1230120,+,LOC108157779,NC_046675.1,30351274,+,LOC117145517,NC_046670.1,7100118,+,LOC6619019,NC_045952.1,8708527,+,LOC120451593,NC_053019.2,4619286,-,Xport-A,NT_033777.3,19914396,-
73529at7215,LOC6505651,NC_057927.1,26968105,+,LOC6728337,NC_052523.2,13643709,-,LOC6536841,NC_052530.2,14397028,-,LOC108018667,NW_023496816.1,2789358,-,LOC108156622,NC_046675.1,1833302,+,LOC117145306,NC_046670.1,14386012,+,LOC6606646,NC_045952.1,16025838,-,LOC120451173,NC_053019.2,12597752,-,Octbeta3R,NT_033777.3,12511570,-
73585at7215,LOC6500148,NC_057927.1,2078217,-,LOC6727435,NC_052523.2,6604167,+,LOC6535708,NC_052530.2,6114326,-,LOC108014182,NW_023496816.1,1507085,+,LOC108157465,NC_046675.1,32554522,-,LOC117145131,NC_046670.1,7356985,+,LOC6619055,NC_045952.1,8987069,+,LOC120451521,NC_053019.2,4358217,-,Vha13,NT_033777.3,19643018,-
73657at7215,LOC26514740,NC_057927.1,2361465,-,LOC27208189,NC_052523.2,6323256,+,LOC26534584,NC_052530.2,6401211,-,LOC108015561,NW_023496816.1,1208339,+,LOC108155944,NC_046675.1,30330825,+,LOC117142609,NC_046670.1,7080638,+,LOC6619014,NC_045952.1,8688959,+,LOC120450871,NC_053019.2,4637319,-,mira,NT_033777.3,19931799,-
73773at7215,LOC6505871,NC_057927.1,27062049,-,LOC6727500,NC_052523.2,7216673,-,LOC6535633,NC_052530.2,5442543,+,LOC108014138,NW_023496816.1,2189753,-,LOC108155567,NC_046675.1,15667755,+,LOC117143102,NC_046670.1,7963433,-,LOC6620517,NC_045952.1,9596207,-,LOC120451824,NC_053019.2,3690439,+,gukh,NT_033777.3,18984025,+
7440at7215,LOC6500047,NC_057927.1,3788697,-,LOC6727214,NC_052523.2,4983995,+,LOC6535916,NC_052530.2,7774875,-,LOC108014429,NW_023496816.1,3363863,-,LOC108156089,NC_046675.1,5822702,-,LOC117142602,NC_046670.1,5758215,+,LOC6620028,NC_045952.1,7346003,+,LOC120450974,NC_053019.2,5985887,-,AP-2sigma,NT_033777.3,21269209,-
7504at7215,LOC6500048,NC_057927.1,3785805,-,LOC6727215,NC_052523.2,4985017,+,LOC6535915,NC_052530.2,7771884,-,LOC108014428,NW_023496816.1,3360904,-,LOC108156088,NC_046675.1,5819623,-,LOC117142601,NC_046670.1,5759234,+,LOC6620029,NC_045952.1,7347008,+,LOC120450973,NC_053019.2,5983004,-,Rab1,NT_033777.3,21266029,-
75140at7215,LOC6499287,NC_057927.1,16028671,-,LOC6727255,NC_052523.2,5231571,-,LOC6535878,NC_052530.2,7522982,+,LOC108017194,NW_023496816.1,3081871,+,LOC108155451,NC_046675.1,31646166,-,LOC117142731,NC_046670.1,6006549,-,LOC6620076,NC_045952.1,7591862,-,LOC120452901,NC_053019.2,5731358,+,Rlip,NT_033777.3,21017684,+
75349at7215,LOC6500410,NC_057927.1,2320411,+,LOC6727402,NC_052523.2,6359571,-,LOC6535740,NC_052530.2,6359517,+,LOC108015569,NW_023496816.1,1247549,-,LOC108155890,NC_046675.1,28642948,-,LOC117145512,NC_046670.1,7116682,-,LOC6619025,NC_045952.1,8725071,-,LOC120454515,NC_053019.2,4595386,+,PR72,NT_033777.3,19890689,+
76389at7215,LOC6500135,NC_057927.1,2332986,-,LOC6739753,NC_052523.2,6353279,+,LOC6535742,NC_052530.2,6371970,-,LOC108015967,NW_023496816.1,1241106,+,LOC108154803,NC_046675.1,28636350,+,LOC117145516,NC_046670.1,7110542,+,LOC6619023,NC_045952.1,8718943,+,LOC120454518,NC_053019.2,4608067,-,Surf6,NT_033777.3,19903665,-
7652at7215,LOC6505649,NC_057927.1,26883395,+,LOC6728333,NC_052523.2,13542819,+,LOC6536847,NC_052530.2,14512071,-,LOC108008064,NW_023496816.1,2672669,+,LOC108154863,NC_046675.1,1753239,+,LOC117146005,NC_046670.1,14306963,+,LOC6606641,NC_045952.1,15928194,+,LOC120451148,NC_053019.2,12713259,-,Vha55,NT_033777.3,12623762,-
77561at7215,LOC6501714,NC_057927.1,23708450,+,LOC6727220,NC_052523.2,5025613,-,LOC6535910,NC_052530.2,7725776,+,LOC108004817,NW_023496816.1,3310199,+,LOC108156355,NC_046675.1,5778970,+,LOC117145697,NC_046670.1,5799714,-,LOC6620034,NC_045952.1,7387511,-,LOC120454124,NC_053019.2,5938822,+,Nelf-A,NT_033777.3,21223704,+
78696at7215,LOC6505661,NC_057927.1,27176982,+,LOC6727519,NC_052523.2,7332725,+,LOC6535620,NC_052530.2,5360410,-,LOC108020119,NW_023496816.1,2317513,+,LOC108157178,NC_046675.1,15590015,-,LOC117143511,NC_046670.1,8079579,+,LOC6613709,NC_045952.1,9720258,+,LOC120451684,NC_053019.2,3606433,-,Dmel\CG14292,NT_033777.3,18904933,-
78966at7215,LOC6501706,NC_057927.1,23611012,+,LOC6727487,NC_052523.2,7085227,+,LOC6535651,NC_052530.2,5605512,-,LOC108013837,NW_023496816.1,2045894,+,LOC108157479,NC_046675.1,7290399,-,LOC117142394,NC_046670.1,7834552,+,LOC6619105,NC_045952.1,9460991,+,LOC120454603,NC_053019.2,3853179,-,Dmel\CG5835,NT_033777.3,19148632,-
10700at7215,LOC6506019,NC_057927.1,24924367,-,LOC6729104,NC_052523.2,18680603,+,LOC6537752,NC_052530.2,20940512,+,LOC108020490,NW_023496817.1,2783094,+,LOC108155400,NC_046675.1,11502051,+,LOC117143188,NC_046670.1,19418863,+,LOC6607436,NC_045952.1,21020779,+,LOC120453742,NC_053019.2,19157465,+,AP-2mu,NT_033777.3,22462455,+
11072at7215,LOC6501198,NC_057927.1,14561202,+,LOC6728826,NC_052523.2,16832495,+,LOC6536323,NC_052530.2,10879176,-,LOC108005727,NW_023496817.1,852406,+,LOC108155348,NC_046675.1,1650151,+,LOC117143906,NC_046670.1,17568595,+,LOC6607150,NC_045952.1,19185667,+,LOC120450824,NC_053019.2,9085984,-,Vps15,NT_033777.3,9240757,-
11651at7215,LOC6499384,NC_057927.1,14539353,-,LOC6728815,NC_052523.2,16807756,-,LOC6536335,NC_052530.2,10910342,+,LOC108006983,NW_023496817.1,828845,-,LOC108154620,NC_046675.1,1609040,-,LOC117144546,NC_046670.1,17544086,-,LOC6607139,NC_045952.1,19160621,-,LOC120453040,NC_053019.2,9115984,+,Vps16A,NT_033777.3,9267019,+
11704at7215,LOC6501218,NC_057927.1,14863771,+,LOC6729087,NC_052523.2,18610591,+,LOC6537733,NC_052530.2,20869494,+,LOC108020517,NW_023496817.1,2707141,+,LOC108155203,NC_046675.1,11422351,+,LOC117145012,NC_046670.1,19349261,+,LOC6607415,NC_045952.1,20951005,+,LOC120453821,NC_053019.2,19086647,+,Dmel\CG7059,NT_033777.3,22389780,+
12056at7215,LOC6500826,NC_057927.1,8766962,+,LOC6729013,NC_052523.2,18092798,+,LOC6537655,NC_052530.2,20328032,+,LOC108016182,NW_023496817.1,2103057,+,LOC108156225,NC_046675.1,6912395,+,LOC117144351,NC_046670.1,18828319,+,LOC6607342,NC_045952.1,20442241,+,LOC120452960,NC_053019.2,18537847,+,lsn,NT_033777.3,21865168,+
12518at7215,LOC6501435,NC_057927.1,18856456,+,LOC6728910,NC_052523.2,17401954,-,LOC6536238,NC_052530.2,10298758,+,LOC108007957,NW_023496817.1,1488756,-,LOC108155868,NC_046675.1,18073926,-,LOC117145584,NC_046670.1,18139654,-,LOC6607240,NC_045952.1,19751848,-,LOC120450925,NC_053019.2,8490347,+,SLIRP2,NT_033777.3,8651084,+
13261at7215,LOC6499363,NC_057927.1,14898492,-,LOC6729097,NC_052523.2,18643801,-,LOC6537745,NC_052530.2,20903326,-,LOC108020512,NW_023496817.1,2743075,-,LOC108156977,NC_046675.1,11461102,-,LOC117142805,NC_046670.1,19382174,-,LOC6607427,NC_045952.1,20984166,-,LOC120452698,NC_053019.2,19120446,-,pinta,NT_033777.3,22423316,-
14055at7215,LOC6499466,NC_057927.1,13313951,-,LOC6728949,NC_052523.2,17722023,+,LOC6536196,NC_052530.2,9968026,-,LOC108006094,NW_023496817.1,1857262,+,LOC108155804,NC_046675.1,15373697,-,LOC117145069,NC_046670.1,18459877,+,LOC6607285,NC_045952.1,20070453,+,LOC120453927,NC_053019.2,8158296,-,tex,NT_033777.3,8307473,-
14099at7215,LOC6500853,NC_057927.1,9187716,+,LOC6729063,NC_052523.2,18517805,+,LOC6537708,NC_052530.2,20776178,+,LOC108015694,NW_023496817.1,2601867,+,LOC108154761,NC_046675.1,13075309,-,LOC117145054,NC_046670.1,19257483,+,LOC6607390,NC_045952.1,20859806,+,LOC120452726,NC_053019.2,18992867,+,Dmel\CG7084,NT_033777.3,22298805,+
14743at7215,LOC6499739,NC_057927.1,8945301,-,LOC6729045,NC_052523.2,18259259,-,LOC6537690,NC_052530.2,20504962,-,LOC108011328,NW_023496817.1,2309281,-,LOC108156243,NC_046675.1,17212128,+,LOC117144082,NC_046670.1,18993537,-,LOC6607372,NC_045952.1,20607545,-,LOC120453074,NC_053019.2,18726104,-,CDC40,NT_033777.3,22032150,-
15853at7215,LOC6501084,NC_057927.1,12994819,+,LOC6740248,NC_052523.2,18925935,+,LOC6537792,NC_052530.2,21185204,+,LOC108005982,NW_023496817.1,3043538,+,LOC108156199,NC_046675.1,6644157,-,LOC117145297,NC_046670.1,19656370,+,LOC6607479,NC_045952.1,21266182,+,LOC120453632,NC_053019.2,19407866,+,Dmel\CG6972,NT_033777.3,22702007,+
16381at7215,LOC6499124,NC_057927.1,18864940,-,LOC6728905,NC_052523.2,17389514,+,LOC6536242,NC_052530.2,10308743,-,LOC108007985,NW_023496817.1,1474717,+,LOC108155908,NC_046675.1,18059928,+,LOC117144347,NC_046670.1,18127245,+,LOC6607235,NC_045952.1,19739402,+,LOC120452809,NC_053019.2,8500235,-,p,NT_033777.3,8660903,-
1701at7215,LOC6500545,NC_057927.1,4795240,+,LOC6728788,NC_052523.2,16631356,+,LOC6536362,NC_052530.2,11092206,-,LOC108016111,NW_023496817.1,629690,+,LOC108157579,NC_046675.1,3278119,+,LOC117144839,NC_046670.1,17366255,+,LOC6607109,NC_045952.1,18976307,+,LOC120453351,NC_053019.2,9301144,-,GstZ2,NT_033777.3,9456815,-
17642at7215,LOC6500959,NC_057927.1,11034548,+,LOC6728894,NC_052523.2,17340790,-,LOC6536254,NC_052530.2,10358429,+,LOC108007971,NW_023496817.1,1417231,-,LOC108155015,NC_046675.1,29548371,+,LOC117142215,NC_046670.1,18076520,-,LOC6607223,NC_045952.1,19690832,-,LOC120454572,NC_053019.2,8549876,+,Dmel\CG8112,NT_033777.3,8712933,+
17997at7215,LOC6500964,NC_057927.1,11046340,+,LOC6728888,NC_052523.2,17327759,-,LOC6536261,NC_052530.2,10372559,+,LOC108007961,NW_023496817.1,1403381,-,LOC108155018,NC_046675.1,29561632,+,LOC117144842,NC_046670.1,18063521,-,LOC6607216,NC_045952.1,19677944,-,LOC120453446,NC_053019.2,8563957,+,Dmel\CG8159,NT_033777.3,8726854,+
19260at7215,LOC6499129,NC_057927.1,18848524,-,LOC6728912,NC_052523.2,17407768,+,LOC6536236,NC_052530.2,10290468,-,LOC108007968,NW_023496817.1,1494737,+,LOC108157823,NC_046675.1,18079668,+,LOC117143815,NC_046670.1,18145827,+,LOC6607242,NC_045952.1,19757956,+,LOC120454079,NC_053019.2,8482052,-,Cyp313b1,NT_033777.3,8643070,-
19362at7215,LOC6500595,NC_057927.1,5764272,+,LOC6727684,NC_052523.2,8641598,-,LOC6535438,NC_052530.2,4022973,+,LOC108017338,NW_023496817.1,554105,-,LOC108157071,NC_046675.1,25975400,-,LOC117144773,NC_046670.1,9378645,-,LOC6616732,NC_045952.1,11026680,-,LOC120453244,NC_053019.2,2282477,+,sll,NT_033777.3,17606106,+
2005at7215,LOC6501222,NC_057927.1,14896516,+,LOC6729096,NC_052523.2,18641621,+,LOC6537744,NC_052530.2,20901193,+,LOC108020513,NW_023496817.1,2740839,+,LOC108156978,NC_046675.1,11459137,+,LOC117142806,NC_046670.1,19379972,+,LOC6607426,NC_045952.1,20981995,+,LOC120452699,NC_053019.2,19118209,+,mats,NT_033777.3,22421161,+
22582at7215,LOC6499370,NC_057927.1,14819103,-,LOC6728851,NC_052523.2,17072372,-,LOC6536302,NC_052530.2,10634908,+,LOC108011552,NW_023496817.1,1116909,-,LOC108155213,NC_046675.1,29711980,-,LOC117143393,NC_046670.1,17809091,-,LOC6607172,NC_045952.1,19423657,-,LOC120452863,NC_053019.2,8837903,+,Dmel\CG11980,NT_033777.3,9004017,+
22896at7215,LOC6500829,NC_057927.1,8778223,+,LOC6729020,NC_052523.2,18103183,+,LOC6537661,NC_052530.2,20338522,+,LOC108016191,NW_023496817.1,2115002,+,LOC108156226,NC_046675.1,6921838,+,LOC117143161,NC_046670.1,18838746,+,LOC6607348,NC_045952.1,20452545,+,LOC120452575,NC_053019.2,18548262,+,Dmel\CG6656,NT_033777.3,21875293,+
23835at7215,LOC6498942,NC_057927.1,21984595,-,LOC6729125,NC_052523.2,18799547,-,LOC6537771,NC_052530.2,21063205,-,LOC108012184,NW_023496817.1,2912211,-,LOC108156735,NC_046675.1,3421509,+,LOC117143145,NC_046670.1,19537760,-,LOC6607456,NC_045952.1,21140092,-,LOC120451598,NC_053019.2,19281526,-,Dph5,NT_033777.3,22582028,-
24115at7215,LOC6500842,NC_057927.1,8941144,+,LOC6729043,NC_052523.2,18254778,+,LOC6537688,NC_052530.2,20500405,+,LOC108018578,NW_023496817.1,2304463,+,LOC108156245,NC_046675.1,17217197,-,LOC117144085,NC_046670.1,18989104,+,LOC6607370,NC_045952.1,20603119,+,LOC120451103,NC_053019.2,18721569,+,ND-42,NT_033777.3,22027709,+
24336at7215,LOC6500965,NC_057927.1,11050184,+,LOC6728886,NC_052523.2,17320340,-,LOC6536264,NC_052530.2,10377538,+,LOC108007977,NW_023496817.1,1395626,-,LOC108155013,NC_046675.1,29566042,+,LOC117142843,NC_046670.1,18056119,-,LOC6607212,NC_045952.1,19670520,-,LOC120451326,NC_053019.2,8568980,+,CG8202,NT_033777.3,8732091,+
24501at7215,LOC6500828,NC_057927.1,8772716,+,LOC6729017,NC_052523.2,18098567,+,LOC6537659,NC_052530.2,20333670,+,LOC108016193,NW_023496817.1,2110056,+,LOC108156224,NC_046675.1,6916391,+,LOC117143162,NC_046670.1,18833864,+,LOC6607346,NC_045952.1,20447765,+,LOC120453024,NC_053019.2,18543420,+,CG13414,NT_033777.3,21873739,+
24883at7215,LOC6501623,NC_057927.1,21953159,+,LOC6729121,NC_052523.2,18768227,+,LOC6537767,NC_052530.2,21030622,+,LOC108012198,NW_023496817.1,2879198,+,LOC108157570,NC_046675.1,3449709,-,LOC117145141,NC_046670.1,19506565,+,LOC6607452,NC_045952.1,21108893,+,LOC120453098,NC_053019.2,19247943,+,bond,NT_033777.3,22550680,+
25183at7215,LOC6499490,NC_057927.1,12998825,-,LOC6729142,NC_052523.2,18928183,-,LOC6537794,NC_052530.2,21188006,-,LOC108005950,NW_023496817.1,3046229,-,LOC108156202,NC_046675.1,6640932,+,LOC117145298,NC_046670.1,19658684,-,LOC6607480,NC_045952.1,21268380,-,LOC120453633,NC_053019.2,19410820,-,Dmel\CG13842,NT_033777.3,22704254,-
25832at7215,LOC6499730,NC_057927.1,9248344,-,LOC6729076,NC_052523.2,18581816,-,LOC6537721,NC_052530.2,20840061,-,LOC108020493,NW_023496817.1,2677139,-,LOC108156607,NC_046675.1,14921560,-,LOC117143836,NC_046670.1,19320280,-,LOC6607402,NC_045952.1,20922287,-,LOC120454678,NC_053019.2,19057202,-,PSR,NT_033777.3,22360782,-
27250at7215,LOC6506021,NC_057927.1,24922325,-,LOC6729106,NC_052523.2,18684215,+,LOC6537754,NC_052530.2,20944136,+,LOC108020524,NW_023496817.1,2786670,+,LOC108155404,NC_046675.1,11505851,+,LOC117143191,NC_046670.1,19422456,+,LOC6607438,NC_045952.1,21024375,+,LOC120453747,NC_053019.2,19161065,+,Pebp1,NT_033777.3,22466034,+
27807at7215,LOC6501625,NC_057927.1,21983308,+,LOC6729124,NC_052523.2,18798274,+,LOC6537770,NC_052530.2,21061966,+,LOC108012183,NW_023496817.1,2910973,+,LOC108156734,NC_046675.1,3422916,-,LOC117143143,NC_046670.1,19536516,+,LOC6607455,NC_045952.1,21138855,+,LOC120451596,NC_053019.2,19280287,+,CSN6,NT_033777.3,22580773,+
30139at7215,LOC6499623,NC_057927.1,11120906,-,LOC6728871,NC_052523.2,17250790,+,LOC6536281,NC_052530.2,10450011,-,LOC108018533,NW_023496817.1,1319865,+,LOC108156008,NC_046675.1,29643540,-,LOC117142941,NC_046670.1,17987115,+,LOC6607194,NC_045952.1,19601256,+,LOC120452067,NC_053019.2,8642156,-,Dmel\CG9839,NT_033777.3,8803471,-
31065at7215,LOC6500305,NC_057927.1,870656,+,LOC6728641,NC_052523.2,15724822,+,LOC6536523,NC_052530.2,12031502,-,LOC108020552,NW_023496817.1,302617,+,LOC108157154,NC_046675.1,7611302,+,LOC117144684,NC_046670.1,16463091,+,LOC6606949,NC_045952.1,18071095,+,LOC120453002,NC_053019.2,10247498,-,CG6345,NT_033777.3,10414218,-
31185at7215,LOC6499635,NC_057927.1,11047970,-,LOC27207568,NC_052523.2,17324463,+,LOC6536263,NC_052530.2,10375448,-,LOC108007963,NW_023496817.1,1399831,+,LOC108155017,NC_046675.1,29563475,-,LOC117144893,NC_046670.1,18060245,+,LOC6607214,NC_045952.1,19674644,+,LOC120453355,NC_053019.2,8566847,-,M1BP,NT_033777.3,8729790,-
31758at7215,LOC6501062,NC_057927.1,12819161,+,LOC6729162,NC_052523.2,18972394,-,LOC6537806,NC_052530.2,21230970,-,LOC108005966,NW_023496817.1,3091004,-,LOC108156657,NC_046675.1,6591677,+,LOC117144668,NC_046670.1,19704006,-,LOC6607495,NC_045952.1,21313082,-,LOC120453611,NC_053019.2,19453675,-,rumi,NT_033777.3,22749014,-
31856at7215,LOC6499999,NC_057927.1,4847168,-,LOC6728795,NC_052523.2,16683572,-,LOC6536354,NC_052530.2,11038065,+,LOC108015857,NW_023496817.1,686344,-,LOC108155783,NC_046675.1,3340134,-,LOC117142438,NC_046670.1,17418572,-,LOC6621750,NC_045952.1,19028389,-,LOC120452779,NC_053019.2,9247112,+,CG8135,NT_033777.3,9404385,+
32767at7215,LOC6501624,NC_057927.1,21972890,+,LOC6729123,NC_052523.2,18787730,+,LOC6537769,NC_052530.2,21051278,+,LOC108012193,NW_023496817.1,2899347,+,LOC108157234,NC_046675.1,3425560,-,LOC117145265,NC_046670.1,19525968,+,LOC6607454,NC_045952.1,21128640,+,LOC120453017,NC_053019.2,19269508,+,CG6926,NT_033777.3,22570188,+
33041at7215,LOC6499995,NC_057927.1,4886917,-,LOC6728803,NC_052523.2,16723090,-,LOC6536346,NC_052530.2,10997902,+,LOC108006982,NW_023496817.1,730253,-,LOC108155772,NC_046675.1,3383265,-,LOC117142418,NC_046670.1,17458451,-,LOC6607127,NC_045952.1,19076851,-,LOC120451184,NC_053019.2,9207191,+,Srr,NT_033777.3,9365398,+
34332at7215,LOC6505887,NC_057927.1,26824849,-,LOC6728962,NC_052523.2,17765866,+,LOC6536184,NC_052530.2,9922102,-,LOC108006084,NW_023496817.1,1903963,+,LOC108155933,NC_046675.1,14751608,-,LOC117142862,NC_046670.1,18504147,+,LOC6607298,NC_045952.1,20114068,+,LOC120452949,NC_053019.2,8112231,-,RpA-70,NT_033777.3,8262120,-
34817at7215,LOC6501632,NC_057927.1,22022183,+,LOC6729133,NC_052523.2,18835617,+,LOC6537780,NC_052530.2,21099875,+,LOC108016078,NW_023496817.1,2950266,+,LOC108155640,NC_046675.1,4307043,-,LOC117142453,NC_046670.1,19573813,+,LOC6607466,NC_045952.1,21181557,+,LOC120454695,NC_053019.2,19322247,+,mRpL45,NT_033777.3,22618492,+
35579at7215,LOC6499383,NC_057927.1,14546964,-,LOC6728818,NC_052523.2,16815591,-,LOC6536332,NC_052530.2,10903481,+,LOC108006964,NW_023496817.1,836720,-,LOC108155289,NC_046675.1,1617794,-,LOC117144314,NC_046670.1,17552044,-,LOC6607142,NC_045952.1,19168559,-,LOC120451418,NC_053019.2,9109170,+,ATP6AP2,NT_033777.3,9260638,+
36072at7215,LOC6501586,NC_057927.1,21028681,+,LOC6728960,NC_052523.2,17762506,-,LOC6536185,NC_052530.2,9924923,+,LOC108006112,NW_023496817.1,1900517,-,LOC108155929,NC_046675.1,14754135,+,LOC117143172,NC_046670.1,18500538,-,LOC6607297,NC_045952.1,20110593,-,LOC120451757,NC_053019.2,8115169,+,Mcm2,NT_033777.3,8264970,+
39708at7215,LOC6500251,NC_057927.1,872489,-,LOC6728642,NC_052523.2,15726649,-,LOC6536522,NC_052530.2,12030571,+,LOC108020564,NW_023496817.1,304437,-,LOC108153986,NC_046675.1,7613169,-,LOC117144685,NC_046670.1,16464882,-,LOC6606950,NC_045952.1,18072893,-,LOC120453003,NC_053019.2,10246568,+,Rrp46,NT_033777.3,10413301,+
39756at7215,LOC6499128,NC_057927.1,18852885,-,LOC6728911,NC_052523.2,17402617,+,LOC6536237,NC_052530.2,10295428,-,LOC108007951,NW_023496817.1,1489496,+,LOC108155865,NC_046675.1,18074365,+,LOC117145581,NC_046670.1,18140343,+,LOC6607241,NC_045952.1,19752546,+,LOC120450922,NC_053019.2,8487584,-,Mkk4,NT_033777.3,8646172,-
40618at7215,LOC6499735,NC_057927.1,9197117,-,LOC6729065,NC_052523.2,18527617,-,LOC6537710,NC_052530.2,20786215,-,LOC108015693,NW_023496817.1,2618713,-,LOC108157749,NC_046675.1,13056382,+,LOC117143673,NC_046670.1,19266483,-,LOC6607392,NC_045952.1,20872530,-,LOC120452174,NC_053019.2,19006412,-,CG13860,NT_033777.3,22308663,-
41914at7215,LOC6500554,NC_057927.1,4916824,+,LOC6728809,NC_052523.2,16756234,+,LOC6536340,NC_052530.2,10964428,-,LOC108006975,NW_023496817.1,765679,+,LOC108157061,NC_046675.1,4344571,+,LOC117144500,NC_046670.1,17491119,+,LOC6607133,NC_045952.1,19109617,+,LOC120452620,NC_053019.2,9173822,-,Aduk,NT_033777.3,9332064,-
42165at7215,LOC6499463,NC_057927.1,13321393,-,LOC6739698,NC_052523.2,17714107,+,LOC6536201,NC_052530.2,9975716,-,LOC108006105,NW_023496817.1,1848601,+,LOC108155802,NC_046675.1,15381457,-,LOC117144196,NC_046670.1,18452015,+,LOC6607280,NC_045952.1,20062528,+,LOC120452546,NC_053019.2,8166006,-,Coq2,NT_033777.3,8314784,-
42276at7215,LOC6501195,NC_057927.1,14542734,+,LOC6728816,NC_052523.2,16811189,+,LOC6536334,NC_052530.2,10908100,-,LOC108006984,NW_023496817.1,832054,+,LOC108155288,NC_046675.1,1613366,+,LOC117144832,NC_046670.1,17547676,+,LOC6607140,NC_045952.1,19164221,+,LOC120451417,NC_053019.2,9113720,-,TrpRS,NT_033777.3,9265027,-
43837at7215,LOC6499740,NC_057927.1,8942870,-,LOC6729044,NC_052523.2,18256589,-,LOC6537689,NC_052530.2,20502349,-,LOC108018577,NW_023496817.1,2306276,-,LOC108156244,NC_046675.1,17214634,-,LOC117144083,NC_046670.1,18990889,-,LOC6607371,NC_045952.1,20604901,-,LOC120451102,NC_053019.2,18723493,-,Dmel\CG13409,NT_033777.3,22029440,-
44294at7215,LOC6500476,NC_057927.1,3537851,+,LOC6728861,NC_052523.2,17135018,-,LOC6536292,NC_052530.2,10567307,+,LOC108018450,NW_023496817.1,1189609,-,LOC108154600,NC_046675.1,25160301,-,LOC117142768,NC_046670.1,17871386,-,LOC6607182,NC_045952.1,19486213,-,LOC120454531,NC_053019.2,8770205,+,ScsbetaA,NT_033777.3,8938724,+
45220at7215,LOC6500061,NC_057927.1,3542174,-,LOC6728860,NC_052523.2,17132975,+,LOC6536293,NC_052530.2,10571781,-,LOC108011546,NW_023496817.1,1187180,+,LOC108154599,NC_046675.1,25158056,+,LOC117142767,NC_046670.1,17869336,+,LOC6607181,NC_045952.1,19484058,+,LOC120454529,NC_053019.2,8774726,-,Dmel\CG11964,NT_033777.3,8942954,-
46092at7215,LOC6506022,NC_057927.1,24904252,-,LOC6729109,NC_052523.2,18687685,+,LOC6537756,NC_052530.2,20947511,+,LOC108020507,NW_023496817.1,2790286,+,LOC108155397,NC_046675.1,11509768,+,LOC117143254,NC_046670.1,19425872,+,LOC6607440,NC_045952.1,21028767,+,LOC120450948,NC_053019.2,19164441,+,Nrx-1,NT_033777.3,22468512,+
46671at7215,LOC6500607,NC_057927.1,5828083,+,LOC6727657,NC_052523.2,8577853,-,LOC6535468,NC_052530.2,4098857,+,LOC108017336,NW_023496817.1,483287,-,LOC108155087,NC_046675.1,25900137,-,LOC117145647,NC_046670.1,9314937,-,LOC6616702,NC_045952.1,10962618,-,LOC120450742,NC_053019.2,2350633,+,Mps1,NT_033777.3,17671271,+
46831at7215,LOC6499751,NC_057927.1,8767963,-,LOC6729014,NC_052523.2,18093813,-,LOC6537656,NC_052530.2,20328998,-,LOC108016181,NW_023496817.1,2104175,-,LOC108156223,NC_046675.1,6913362,-,LOC117144350,NC_046670.1,18829303,-,LOC6607343,NC_045952.1,20443210,-,LOC120452959,NC_053019.2,18538826,-,Dmel\CG6569,NT_033777.3,21866172,-
47015at7215,LOC6498950,NC_057927.1,21886782,-,LOC6729111,NC_052523.2,18706217,-,LOC6537758,NC_052530.2,20966063,-,LOC108012182,NW_023496817.1,2810622,-,LOC108156835,NC_046675.1,11529767,-,LOC117145133,NC_046670.1,19444453,-,LOC6607442,NC_045952.1,21047302,-,LOC120453457,NC_053019.2,19183088,-,Dmel\CG5376,NT_033777.3,22488033,-
48611at7215,LOC6500248,NC_057927.1,893829,-,LOC6728648,NC_052523.2,15800364,+,LOC6536509,NC_052530.2,11937144,-,LOC108014769,NW_023496817.1,391472,+,LOC108154832,NC_046675.1,7737176,+,LOC117144815,NC_046670.1,16536496,+,LOC6621674,NC_045952.1,18144342,+,LOC120453303,NC_053019.2,10151852,-,Bruce,NT_033777.3,10312039,-
49675at7215,LOC6501620,NC_057927.1,21885958,+,LOC6729110,NC_052523.2,18705327,+,LOC6537757,NC_052530.2,20965233,+,LOC108020491,NW_023496817.1,2809822,+,LOC108156836,NC_046675.1,11528927,+,LOC117145134,NC_046670.1,19443610,+,LOC6607441,NC_045952.1,21046456,+,LOC120453458,NC_053019.2,19182256,+,Pfdn5,NT_033777.3,22487039,+
