Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
14099at7215,Dana\GF18074,Dsim\GD20931,Dyak\GE10279,LOC108015694,LOC108154761,LOC117145054,Dsec\GM26411,120452726,CG7084;Dmel\CG7084
14112at7215,Dana\GF14048,Dsim\GD22207,Dyak\l(2)06225,LOC108020894,LOC108162891,LOC117136612,Dsec\GM11242,120458236,ATPsynG
14137at7215,Dana\GF24055,Dsim\GD28063,Dyak\GE14727,LOC108021347,LOC108162414,LOC117142721,Dsec\GM18093,120458779,MFS18
14139at7215,Dana\GF16206,Dsim\GD17377,Dyak\GE23417,LOC108019311,LOC108156418,LOC117142775,LOC6612810,120453595,Dmel\CG15528
14155at7215,Dana\GF21693,Dsim\GD22046,Dyak\GE11470,LOC108021208,LOC108162174,LOC117139891,Dsec\GM15127,120446513,BG:DS00797.2;Dmel\CG9008
14165at7215,Dana\GF10640,Dsim\GD14012,Dyak\GE21613,LOC108005757,LOC108153737,LOC117141468,Dsec\GM14839,120449554,CG8563;Dmel\CG8563
14261at7215,Dana\GF13750,Dsim\GD15216,Dyak\GE13880,LOC108018139,LOC108160083,LOC117136444,LOC6609861,120445904,CG15097;Dm.CG15097;Dmel\CG15097
14268at7215,Dana\GF15706,Dsim\GD22572,Dyak\GE18437,LOC108021459,LOC108163319,LOC117150858,Dsec\GM17934,120455773,Sec61alpha
14284at7215,Dana\GF15159,Dsim\GD23066,Dyak\GE17286,LOC108021206,LOC108162995,LOC117149103,Dsec\GM16788,120447996,Atg4a
14289at7215,Dana\GF15323,Dsim\GD21919,Dyak\GE19365,LOC108008452,LOC108161893,LOC117150507,Dsec\GM17909,120443717,mRpL4
14295at7215,LOC6504030,Dsim\GD10555,Dyak\GE15288,LOC108011227,LOC108159841,LOC117147241,Dsec\GM22612,120455592,GCS2alpha
14296at7215,Dana\GF15841,Dsim\GD23750,Dyak\GE18504,LOC108021073,LOC108162988,LOC117150753,Dsec\GM18798,120450028,Nup154
14306at7215,Dana\GF22935,Dsim\GD21558,Dyak\GE10917,LOC108012160,LOC108157115,LOC117142320,Dsec\GM12919,120453824,Alp4
14335at7215,Dana\GF25033,Dsim\GD13474,Dyak\GE20956,LOC108012814,LOC108153006,LOC117140138,Dsec\GM14212,120449737,CG12084;LD02105
14383at7215,Dana\GF11940,Dsim\GD11571,Dyak\GE12176,LOC108010268,LOC108159871,LOC117135680,Dsec\GM15813,120445024,Xpd
14414at7215,Dana\GF22412,Dsim\GD15632,Dyak\GE15521,LOC108010439,LOC108165113,LOC117147196,LOC6614870,120455972,BcDNA:RE30049
14424at7215,Dana\GF20598,Dsim\GD22822,Dyak\GE15082,LOC108006705,LOC108162284,LOC117139439,Dsec\GM18217,120454697,Rad1;Sws1
14437at7215,Dana\GF23509,Dsim\GD12942,Dyak\GE21262,LOC108013283,LOC108151556,LOC117139850,Dsec\GM24892,120449451,CG4911;Dmel\CG4911
14446at7215,Dana\GF10177,Dsim\GD12132,Dyak\GE22963,LOC108013301,LOC108153443,LOC117141379,LOC6616416,120448558,Dmel\CG9391
14495at7215,Dana\GF12733,Dsim\GD25239,Dyak\GE13757,LOC108009940,LOC108158357,LOC117137231,Dsec\GM15764,120446084,CG15651;Dmel\CG15651
1449at7215,Dana\Amyc6,Dsim\Amyrel,Dyak\Amyrel,LOC108009443,LOC108160659,Amyrel,Amyrel,Amyrel,Amyrel
14532at7215,Dana\GF23429,Dsim\GD27434,Dyak\GE12402,LOC108021173,LOC108161812,LOC117138195,Dsec\GM26307,120450854,Rab6
14535at7215,Dana\GF15116,Dsim\GD21888,Dyak\GE13153,LOC108021191,LOC108162728,LOC117143950,Dsec\GM17148,120445529,BcDNA:GH16758
14541at7215,Dana\GF13891,Dsim\GD23178,Dyak\GE18178,LOC108021183,LOC108161716,LOC117136001,Dsec\GM18363,120446872,Tnpo-SR
14545at7215,Dana\GF15839,Dsim\GD23747,Dyak\GE18501,LOC108008392,LOC108162802,LOC117135843,Dsec\GM18779,120458721,Dmel\CG12253
14571at7215,Dana\GF24012,Dsim\GD17577,Dyak\GE20115,LOC108011738,LOC108151335,LOC117141014,Dsec\GM24649,120448317,anon-WO0172774.52
14580at7215,Dana\GF23199,Dsim\GD19012,Dyak\GE24297,LOC108006436,LOC108156296,LOC117143277,Dsec\GM24221,120454344,mRpL9
14586at7215,Dana\GF10647,Dsim\GD28810,Dyak\GE21620,LOC108005763,LOC108150796,LOC117139046,Dsec\GM14846,120448529,ppk26
14589at7215,Dana\GF25109,Dsim\GD14072,Dyak\GE20723,LOC108013085,LOC108153556,LOC117139613,LOC6604845,120448144,Dscam4
14590at7215,Dana\GF12257,Dsim\GD11503,Dyak\GE12100,LOC108019633,LOC108160043,LOC117138389,Dsec\GM22004,120444719,Dmel\CG11788
145at7215,Dana\GF20596,Dsim\GD22820,Dyak\GE15071,LOC108021015,LOC108162287,LOC117150148,Dsec\GM18212,120458296,ND-B17.2
14604at7215,Dana\GF18954,Dsim\GD21276,Dyak\GE23663,LOC108014078,LOC108156485,LOC117142769,LOC6617038,120453697,Dmel\CG6154
14607at7215,Dana\GF24389,Dsim\GD12481,Dyak\Pdh,LOC108018816,LOC108153245,LOC117139673,Dsec\GM24411,120447890,Pdh
14637at7215,Dana\GF18885,Dsim\GD18307,Dyak\GE10814,LOC108020606,LOC108154976,LOC117142682,Dsec\GM23499,120451657,beta-PheRS
14638at7215,Dana\GF15683,Dsim\GD22761,Dyak\GE14886,LOC108007124,LOC108163535,LOC117151061,Dsec\GM18150,120453449,Dmel\CG15412
14652at7215,Dana\GF23966,Dsim\GD13876,Dyak\GE21481,LOC108014461,LOC108151066,LOC117139244,Dsec\GM14693,120449231,CG4603;CG4603-RA;dYOD1
14665at7215,Dana\GF25233,Dsim\GD12369,Dyak\GE22110,LOC108010489,LOC108151255,LOC117140686,Dsec\GM24300,120450598,Dmel\CG5577
14713at7215,Dana\GF15703,Dsim\GD22569,Dyak\GE18434,LOC108021105,LOC108162846,LOC117135186,Dsec\GM17931,120448810,152078_at
14723at7215,Dana\GF20708,Dsim\GD15084,Dyak\GE10792,LOC108006403,LOC108157140,LOC117144883,Dsec\GM23479,120454302,Dmel\CG13623
14730at7215,Dana\GF23888,Dsim\GD13293,Dyak\GE20649,LOC108011874;LOC108020046,LOC108153159,LOC117139144,Dsec\GM14014,120449055,Chd64
14743at7215,Dana\GF16948,Dsim\GD18480,Dyak\GE24061,LOC108011328,LOC108156243,LOC117144082,Dsec\GM23670,120453074,CDC40
14749at7215,Dana\GF23012,Dsim\GD20144,Dyak\GE25163,LOC108020122,LOC108157467,LOC117143123,Dsec\GM18674,120453284,Sgsh
14750at7215,Dana\GF21896,Dsim\GD22348,Dyak\GE10446,LOC108009378,LOC108161788,LOC117139382,Dsec\GM12374,120453958,Dmel\CG4382
14766at7215,Dana\GF20319,Dsim\GD17031,Dyak\GE15945,LOC108016650,LOC108164677,LOC117148210,Dsec\GM13091,120456831,Dmel\CG11699
14807at7215,Dana\GF24522,Dsim\GD12782,Dyak\GE20186,LOC108010715,LOC108152506,LOC117139683,Dsec\GM24720,120449359,Dmel\CG11658
14852at7215,Dana\GF10659,Dsim\GD17567,Dyak\GE22810,LOC108014634,LOC108151250,LOC117142090,Dsec\GM24447,120447981,Dmel\CG13074
14857at7215,Dana\GF20976,Dsim\GD16125,Dyak\GE17476,LOC108018932,LOC108165027,LOC117148342,Dsec\GM11205,120456213,Gbeta5
14865at7215,Dana\GF15351,Dsim\GD12040,Dyak\GE12343,LOC108018321,LOC108163245,LOC117143055,Dsec\GM23365,120447122,Fs(2)Ket
14923at7215,Dana\GF24264,Dsim\GD13723,Dyak\GE20354,LOC108007104,LOC108151331,LOC117141461,Dsec\GM14526,120450165,CG2159
14935at7215,Dana\GF24684,Dsim\GD14008,Dyak\GE21608,LOC108005908,LOC108152067,LOC117141674,LOC6611130,120447606,qm
14941at7215,Dana\GF18515,Dsim\GD28254,Dyak\GE25016,LOC108018378,LOC108155683,LOC117142963,Dsec\GM15100,120452867,Bdbt
1494at7215,Dana\GF16933,Dsim\GD21215,Dyak\GE23599,108015729,LOC108155047,LOC117145710,LOC6619725,120453529,ND-49L
14961at7215,Dana\GF16859,Dsim\GD18751,Dyak\GE26092,LOC108006024,LOC108155407,LOC117142786,Dsec\GM23941,120452090,Irbp
14994at7215,Dana\GF24843,Dsim\GD13654,Dyak\GE21195,LOC108013244,LOC108153135,LOC117141823,Dsec\GM14454,120450398,Dmel\CG12025
1502at7215,Dana\GF19158,Dsim\GD16911,Dyak\GE15797,LOC108015403,LOC108162969,LOC117146566,Dsec\GM21755,120455280,CAH3
15041at7215,Dana\GF24161,Dsim\GD14605,Dyak\GE19532,LOC108007469,LOC108151282,LOC117140519,Dsec\GM25596,120448965,LD24073p
1505at7215,Dana\GF21073;Pgam5,Pgam5,Dyak\GE16503;Pgam5,LOC108016779,LOC108154538,LOC117146625,Pgam5,120457073,Pgam5
1513at7215,Dana\GF24302,Dsim\GD14943,Dyak\GE23057,LOC108012399,LOC108153196,LOC117139829,Dsec\GM22350,120448478,Ilk
15241at7215,Dana\GF19035,Dsim\GD17273,Dyak\GE11013,LOC108006310,LOC108163688,LOC117147623,LOC6617906,120457228,Dmel\CG3632
15262at7215,Dana\GF18135,Dsim\GD20732,Dyak\GE24702,LOC108013927,LOC108153980,LOC117146040,Dsec\GM26183,120450837,tws
15273at7215,Dana\GF16271,Dsim\GD21406,Dyak\GE23825,LOC108007213,LOC108156317,LOC117144419,Dsec\GM12757,120452389,CG11837
15293at7215,Dana\GF22274,Dsim\GD16702,Dyak\GE16361,LOC108016982,LOC108160461,LOC117147768,LOC6612474,120455889,Pdha
15438at7215,Dana\GF14703,Dsim\GD24185,Dyak\GE13233,LOC108013394,LOC108163290,LOC117135219,Dsec\GM17327,120446826,anon-37Cs;CG10561-RA
15558at7215,Dana\GF24331,Dsim\GD14100,Dyak\GE20749,LOC108013534,LOC108151105,LOC117142084,LOC6604890,120448453,se
15564at7215,Dana\GF21411,Dsim\GD17110,Dyak\GE17054,LOC108005315,LOC108154583,LOC117148860,LOC6618650,120456003,comt
15631at7215,Dana\GF13484,Dsim\GD24977,Dyak\tsr,LOC108008480,LOC108158750,LOC117135485,Dsec\GM18279,120444483,tsr
15653at7215,Dana\GF21164,Dsim\GD17348,Dyak\GE15580,LOC108016942,LOC108152937,LOC117146893,Dsec\GM13302,120455977,IntS2
15660at7215,Dana\GF13634,Dsim\GD11879,Dyak\GE14424,LOC108008638,LOC108159536,LOC117136337,Dsec\GM11881,120444505,Dmel\CG13587
15661at7215,Dana\GF13790,Dsim\GD10303,Dyak\GE24510,LOC108017817,LOC108159935,LOC117138095,LOC6607890,120443954,Dmel\CG9436
15670at7215,Dana\GF11597,Dsim\GD25148,Dyak\GE13653,LOC108008438,LOC108159629,LOC117138643,Dsec\GM15666,120447190,Dmel\CG2921
15706at7215,Dana\GF20487,Dsim\GD15579,Dyak\GE17383,LOC108015119,LOC108164700,LOC117146436,Dsec\GM22739,120455359,Idh3a
15744at7215,Dana\GF22123,Dsim\GD16539,Dyak\GE16655,LOC108015298,LOC108152874,LOC117146473,Dsec\GM19108,120456375,CG3021;EG:BACR7A4.8
1574at7215,Dana\GF18740,Dsim\GD18355,Dyak\GE23925,LOC108014249,LOC108154670,LOC117144415,Dsec\GM23541,120451523,udt
15750at7215,Dana\GF22603,123327344,Dyak\GE17106,LOC108013683,LOC108154149,LOC117146757,Dsec\GM17638,120456874,Rtc1
15779at7215,Dana\Obp84a;Obp84a,Dsim\GD19490,Dyak\Obp84a,LOC108017123;LOC108017124,LOC108155765,LOC117143380,Dsec\GM10493,120453377,Obp84a
15784at7215,Dana\GF15539,Dsim\GD23559,Dyak\GE18790,LOC108007870,LOC108164024,LOC117135330,Dsec\GM17108,120458571,Trs23
157at7215,Dana\GF16163,Dsim\GD18953,Dyak\GE24228,LOC108007269,LOC108156083,LOC117144750,Dsec\GM24158,120451542,RpII15
15822at7215,Dana\GF19903,Dsim\GD19141,Dyak\GE24614,LOC108019319,LOC108154874,LOC117145061,Dsec\GM15210,120451911,CG5233
15853at7215,Dana\GF18308,Dsim\GD24878,Dyak\GE10327,LOC108005982,LOC108156199,LOC117145297,LOC6607479,120453632,CG6972;Dmel\CG6972
15860at7215,Dana\GF19427,Dsim\GD15829,Dyak\GE16087,LOC108005277,LOC108155857,LOC117146388,Dsec\GM12021,120455824,Dmel\CG9512
15865at7215,Dana\GF17352,Dsim\GD20095,Dyak\GE25107,LOC108015969,LOC108155891,LOC117142246,Dsec\GM26888,120451603,ninaE
15941at7215,Dana\GF21924,Dsim\GD17231,Dyak\GE17211,LOC108018961,LOC108165033,LOC117147375,Dsec\GM22569,120455962,Dmel\CG8191
15979at7215,Dana\GF21565,Dsim\GD23818,Dyak\Aats-thr,LOC108021394,LOC108161805,LOC117138196,Dsec\GM26732,120455903,ThrRS
15992at7215,Dana\GF18927,Dsim\GD19766,Dyak\GE25453,LOC108006954,LOC108157352,LOC117143724,Dsec\GM10792,120451412,Dmel\CG1116;Rgp1
16008at7215,Dana\GF12514,Dsim\GD10890,Dyak\GE12466,LOC108009923,LOC108160348,LOC117138676,LOC6608851,120444579,Lac
1607at7215,Dana\GF12028,Dsim\GD11022,fut12,LOC108010106,LOC117188203,LOC117136375,Dsec\GM21511,120445373,O-fut1
16112at7215,Dana\GF21244,Dsim\GD23289,Dyak\GE18292,LOC108021442,LOC108163507,LOC117142810,Dsec\GM18475,120458783,ND-B8
16148at7215,Dana\GF12287,Dsim\GD10835,Dyak\GE12399,LOC108010183,LOC108158627,LOC117136625,Dsec\GM21328,120445890,RpIII128
16176at7215,Dana\GF27890,Dsim\GD27861,Dyak\GE28480,LOC108011112,LOC108162375,LOC117147321,LOC116801945,120455699,Dmel\CG9784
16178at7215,Dana\GF22078,Dsim\GD16765,Dyak\GE17559,LOC108011136,LOC108154350,LOC117148788,Dsec\GM12448,120456699,Dmel\CG4020
16205at7215,Dana\GF18738,Dsim\GD18353,Dyak\GE23923,LOC108011901,LOC108154667,LOC117142587,Dsec\GM23539,120450967,tst
16270at7215,Dana\GF24845,Dsim\GD13656,Dyak\GE21197,LOC108012489,LOC108153215,LOC117140629,Dsec\GM14457,120449382,Tmhs
16300at7215,Dana\GF16499,Dsim\GD19399,Dyak\GE11223;Dyak\GE25709,LOC108014424,LOC108156605,LOC117143063,Dsec\GM15067,120450777,CG5793;Dmel\CG5793
16340at7215,Dana\GF16627,Dsim\GD20647,Dyak\GE10099,LOC108011717,LOC108155221,LOC117143010,Dsec\GM26084,120452794,CG17822;CG18476
16363at7215,Dana\GF10346,Dsim\GD14889,Dyak\GE19685;Dyak\GE23237,LOC108013071,LOC108152049,LOC117138989,Dsec\GM22296,120447953,Dmel\CG5955
16381at7215,Dana\GF16328,Dsim\GD20853,Dyak\GE24836,LOC108007985,LOC108155908,LOC117144347,Dsec\GM26327,120452809,p
16389at7215,Dana\GF23785,Dsim\GD13053,Dyak\GE20407,LOC108005841,LOC108151603,LOC117141375,Dsec\GM13754,120449703,Cyp4d8
163at7215,Dana\GF22644,Dsim\GD16647,Dyak\GE16307,LOC108019038,LOC108164573,LOC117147672,Dsec\GM12300,120456077,dilp7;Ilp7
16453at7215,Dana\GF20316,Dsim\GD16218,Dyak\GE16487,LOC108004771,LOC108165053,LOC117148182,LOC6612315,120456706,Tsp5D
1647at7215,Dana\GF18851,Dsim\GD20305,Dyak\GE26332,LOC108014829,LOC108157323,LOC117142741,Dsec\GM25728,120451937,Bin1
16535at7215,Dana\GF16309,Dsim\GD21141;Dsim\GD21142,Dyak\GE23527,LOC108017313,LOC108154720,LOC117142315,Dsec\GM26640,120451501,BEST:GH11240;BEST:LD10347
16588at7215,Dana\GF16517,Dsim\GD20290,Dyak\GE26314,LOC108004952,LOC108155103,LOC117145018,Dsec\GM15434,120452309,mRpS33
1660at7215,Dana\GF12099,Dsim\GD25202,Dyak\GE13718,LOC108008775,LOC108158220,LOC117138615,Dsec\GM15725,120445116,Dmel\CG17974
16613at7215,Dana\GF15862,Dsim\GD23474,Dyak\GE14572,LOC108017847,LOC108164294,LOC117135304,Dsec\GM16469,120444020,Dmel\CG6055
16623at7215,Dana\GF14401,Dsim\GD23207,Dyak\GE18210,LOC108015114,LOC108162262,LOC117135305,LOC6613200,120444110,FASN1
16629at7215,Dana\GF22583,Dsim\GD16112,Dyak\GE17452,LOC108004558,LOC108165043,LOC117148873,Dsec\GM21334,120455269,CG15347-RB;Dmel\CG15347
1665at7215,Dana\GF10058,Dsim\GD29049,Dyak\GE21011,LOC108013417,LOC108152028,LOC117139936,Dsec\GM14267,120449826,BcDNA:LD06317
16669at7215,Dana\GF10218,Dsim\GD13353,Dyak\GE21664,LOC108007153,LOC108151506,LOC117139840,Dsec\GM14079,120450080,Asciz
16686at7215,Dana\GF24115,Dsim\GD12165,Dyak\GE22385;Dyak\GE22734,LOC108012840,LOC108151658,LOC117138962,Dsec\GM22190,120450453,CG4042;Dmel\CG4042
16711at7215,Dana\GF17131,Dsim\GD19143,Dyak\GE10111,LOC108020797,LOC108157282,LOC117143959,Dsec\GM15212,120454477,Dmel\CG31267
16727at7215,Dana\GF22930,Dsim\GD21551,Dyak\GE10910,LOC108012166,LOC108154264,LOC117145224,Dsec\GM12912,120453353,Cyp4c3
16765at7215,Dana\GF16795,Dsim\HLHmdelta,Dyak\HLHmdelta,LOC108016306,LOC108157590,LOC117144937,Dsec\GM10293,120452097,E(spl)mdelta-HLH
16818at7215,Dana\GF14835,Dsim\GD21824,Dyak\GE12722,LOC108021541,LOC108162695,LOC117139803,LOC6614566,120445324,Cyp310a1
16838at7215,Dana\GF25021,Dsim\GD13796,Dyak\GE21393,LOC108011842,LOC108153462,LOC117141362,LOC6610692,120448258,CG14985;CG14985-RB;Dmel\CG14985
16862at7215,Dana\GF25135,Dsim\GD14184,Dyak\GE20842,LOC108013159,LOC108151243,LOC117141578,Dsec\GM25150,120450226,ghi
16913at7215,Dana\GF23984,Dsim\GD13892,Dyak\GE21498,LOC108011429,LOC108150910,LOC117141618,Dsec\GM14710,120450458,Alp9
16917at7215,Dana\GF23657,Dsim\GD23314,Dyak\GE11277,LOC108020961,LOC108161963,LOC117139020,Dsec\GM18510,120456902,mRpL28
16923at7215,Dana\GF22159,Dsim\GD22374,Dyak\GE10698,LOC108019129,LOC108163701,LOC117148980,Dsec\GM12639,120456637,anon-WO0172774.161;CG31886;CG9524;Dmel\CG31886
16932at7215,Dana\GF19568,Dsim\GD15751,Dyak\GE15972,LOC108006274,LOC108162977,LOC117147362,Dsec\GM13403,120455814,TH1
16934at7215,Dana\GF17347,Dsim\GD20091,Dyak\GE25101,LOC108015568,LOC108154391,LOC117144131,LOC6619018,120452190,CG4465;Dmel\CG4465
16935at7215,Dana\GF14829,Dsim\GD21816,Dyak\GE12715,LOC108013922,LOC108161727,LOC117140361,Dsec\GM17071,120444694,CG10383;Dmel\CG10383
16969at7215,Dana\GF10125,Dsim\GD13744,Dyak\GE21344,LOC108007082,LOC108153639,LOC117140985,Dsec\GM14552,120450004,ckd
16978at7215,Dana\GF27408,Dsim\GD27560,Dyak\GE27806,LOC108010501,LOC108152404,LOC117140269,LOC116801298,120447692,Dmel\CG7460
16997at7215,Dana\GF12187,Dsim\GD11528,Dyak\maf-S,LOC108008380,LOC108158623,LOC117137152,Dsec\GM22031,120444419,maf-S
1701at7215,Dana\GF17762,Dsim\GD20795,Dyak\GE24775,LOC108016111,LOC108157579,LOC117144839,Dsec\GM26256,120453351,GstZ2
17054at7215,Dana\GF11323,Dsim\GD20311,Dyak\GE26341,LOC108014555,LOC108156168,LOC117144965,Dsec\GM25738,120453656,cg10407
17063at7215,Dana\GF15166,Dsim\GD23073,Dyak\GE17352,LOC108006048,LOC108162831,LOC117135232,Dsec\GM16796,120458232,l(2)10685
17095at7215,Dana\GF24166,Dsim\GD18726,Dyak\GE26063,LOC108011177,LOC108153718,LOC117143732,Dsec\GM23913,120451947,Tengl4
17114at7215,Dana\GF10635,Dsim\GD12589,Dyak\GE19993,LOC108013431,LOC108152959,LOC117139822,Dsec\GM24518,120448923,Reck
17115at7215,Dana\Tep3,Dsim\GD26795,Dyak\Tep3,LOC108020434,LOC108162229,LOC117140856,Dsec\GM16514,120455241,Tep3
17124at7215,Dana\GF10392,Dsim\GD12553,Dyak\GE22863,LOC108011372;LOC108011379,LOC108150875,LOC117141861,Dsec\GM24480,120448037,mrn
17151at7215,Dana\GF25174,Dsim\GD12680,Dyak\GE20080,LOC108006710,LOC108152571,LOC117140651,Dsec\GM24613,120448862,Adk2
17153at7215,Dana\GF18873,Dsim\GD27336,Dyak\GE23775,LOC108014823,LOC108154899,LOC117144649,Dsec\GM16368,120451309,Dmel\CG4849
1721at7215,Dana\GF16123,Dsim\GD21284,Dyak\GE23670,LOC108020307,LOC108157208,LOC117143317,Dsec\GM10323,120453483,Dmel\CG5447
17232at7215,Dana\GF17283,Dsim\GD19461,Dyak\GE25771,LOC108007945,LOC108154327,LOC117144375,Dsec\GM10457,120452170,CG18746;Dmel\CG18746
17234at7215,Dana\GF16235,Dsim\GD18945,Dyak\GE24217,LOC108015937,LOC108157617,LOC117145035,Dsec\GM24149,120451107,Npc2b
17240at7215,Dana\GF16592,Dsim\GD16546,Dyak\GE23329,LOC108010862,LOC108154623,LOC117145805,Dsec\GM12099,120452100,Zwilch
17257at7215,Dana\GF24523,Dsim\GD12783,Dyak\GE20187,LOC108010702,LOC108152503,LOC117139682,Dsec\GM24721,120448434,Dnai2
17296at7215,Dana\GF16217,Dsim\GD17524,Dyak\GE10409,LOC108015483,LOC108154957,LOC117145193,Dsec\GM12201,120452989,eIF2Balpha
17323at7215,Dana\GF14868,Dsim\GD17239,Dyak\GE17218,LOC108019147,LOC117186162,LOC117147311,LOC6619974,120455737,Rpc160
17339at7215,Dana\GF13654,Dsim\GD15360,Dyak\GE19168,LOC108019627,LOC108160300,LOC117136402,LOC116800376,120458786,Odc1
17379at7215,Dana\GF19450,Dsim\GD16576,120321481,LOC108016670,LOC108152533,LOC117146992,Dsec\GM19177,120456388,mRpL16
17382at7215,Dana\GF24241,CG9273,Dyak\GE13014,LOC108009605,LOC108162243,LOC117135706,Dsec\GM23291,120457707,RPA2
17392at7215,Dana\GF25256,Dsim\GD14300,Dyak\GE21805,LOC108015893,LOC108165336,LOC117141710,Dsec\GM25266,120448650,Dmel\CG7573
17395at7215,Dana\GF11011,Dsim\CkIIalpha,Dyak\CkIIalpha,LOC108014505,LOC108154925,LOC117141683,Dsec\GM22493,120448526,CkIIalpha
17399at7215,Dana\GF17139,Dsim\GD20741,Dyak\GE24711,LOC108013909,LOC108156773,LOC117143224,Dsec\GM26192,120454453,CG11722
17401at7215,Dana\GF16882,Dsim\GD20235,Dyak\GE28337,LOC108020824,LOC108154410,LOC117144188,LOC6616760,120452763,Dmel\CG34279
17406at7215,Dana\GF22803,Dsim\GD23626,Dyak\GE18866,LOC108021360,LOC108162245,LOC117139972,Dsec\GM17680,120456111,zf30C
17471at7215,Dana\GF17237,Dsim\GD18806,Dyak\GE26167,LOC108017409,LOC108157720,LOC117145573,Dsec\GM24007,120453670,CG3942;Dmel\CG3942
17498at7215,Dana\GF21577,Dsim\GD16996,Dyak\GE15675,LOC108006282,LOC108153391,LOC117148213,Dsec\GM13243,120456918,sicily
17509at7215,Dana\GF20993,Dsim\GD24578,Dyak\GE17494,LOC108004653,LOC108153940,LOC117148567,LOC6620262,120456185,l(1)G0193
17511at7215,Dana\GF18217,Dsim\GD19733,Dyak\GE25419,LOC108011635,LOC108155516,LOC117143044,Dsec\GM10758,120452479,anon-WO0118547.308
17523at7215,Dana\GF25093,Dsim\GD13865,Dyak\GE21470,LOC108014446,LOC108153309,LOC117140806,LOC6610836,120448533,Dnah3
17567at7215,Dana\GF24205,Dsim\GD14708,Dyak\GE19913,LOC108004795,LOC108153612,LOC117139752,Dsec\GM25701,120449610,SecCl
17578at7215,Dana\GF20191,Dsim\GD29438,Dyak\GE17389,LOC108015372,LOC108162216,LOC117146654,Dsec\GM22744,120455070,mRpS14
17579at7215,Dana\GF10482,Dsim\GD13020,Dyak\GE20373,LOC108012662,LOC108151987,LOC117140650,Dsec\GM24971,120448371,mRpL36
17596at7215,Dana\GF22708,Dsim\GD23587,Dyak\GE18826,LOC108013104,LOC108161695,LOC117150423,Dsec\GM17404,120458882,Or30a
17597at7215,Dana\GF18089,Dsim\GD20526,Dyak\GE24472,LOC108011576,LOC108154176,LOC117145427,Dsec\GM25966,120454367,dMEMO
17642at7215,Dana\GF18181,Dsim\GD18564,Dyak\GE25896,LOC108007971,LOC108155015,LOC117142215,Dsec\GM23753,120454572,ACAT;CG8112-RA;Dmel\CG8112
17672at7215,Dana\GF23370,Dsim\GD21460,Dyak\GE23879,LOC108015446,LOC108155911,LOC117142304,Dsec\GM12816,120451225,IntS11
17684at7215,Dana\GF24617,Dsim\GD14502;Dsim\GD27888,Dyak\GE22027,LOC108013414,LOC108152796,LOC117141807,LOC6605693,120448346,Mgat4a
17739at7215,Dana\GF10443,Dsim\GD17596,Dyak\GE20534,LOC108011431,LOC108153751,LOC117141659,Dsec\GM13895,120447924,Tektin-C
1773at7215,Dana\GF15223,Dsim\GD23532,Dyak\GE18763,LOC108005456,LOC108162195,LOC117149367,Dsec\GM16920,120443783,Wdr82
17747at7215,Dana\GF22825,Dsim\GD28701,Dyak\GE14490,LOC108020375,LOC108164456,LOC117146266,Dsec\GM13012,120454897,CaMKII
17776at7215,Dana\GF20591,Dsim\GD23162,Dyak\GE18163,LOC108021176,LOC108162286,LOC117141052,Dsec\GM18347,120448879,Arpc5
17809at7215,Dana\GF19410,Dsim\GD17125,Dyak\GE17074,LOC108005459,LOC108164613,LOC117147862,Dsec\GM11632,120456426,Dmel\CG1673
17824at7215,Dana\GF10636,Dsim\GD12590,Dyak\GE19994,LOC108013460,LOC108153060,LOC117140789,Dsec\GM24519,120448992,mRpL39;mRpL39-RA
17844at7215,Dana\GF16750,Dsim\GD19194,Dyak\GE25505,LOC108014812,LOC108154950,LOC117142237,Dsec\GM15271,120453626,DNaseII
17857at7215,Dana\GF23503,Dsim\GD17558,Dyak\GE19517,LOC108017633,LOC108153057,LOC117139303,Dsec\GM22106,120450570,P5CDh1
17906at7215,Dana\GF20398,Dsim\GD16003,Dyak\GE17324,LOC108021834,LOC108151664,LOC117147516,Dsec\GM11267,120456988,Dmel\CG1537
17910at7215,Dana\GF16846,Dsim\GD19452,Dyak\GE25762,LOC108011785,LOC108154852,LOC117142571,Dsec\GM10447,120450761,Prat
1795at7215,Dana\GF25251,Dsim\GD14294,Dyak\GE21799,LOC108015912,LOC108152799,LOC117140402,Dsec\GM25260,120448774,CG7607;CT23219
17967at7215,Dana\GF21806,Dsim\GD15993,Dyak\GE17302,LOC108004690,LOC108152970,LOC117147358,LOC6617655,120455407,GCS1
17981at7215,Dana\GF14049,Dsim\GD22208,Dyak\GE13132,LOC108021553,LOC108162890,LOC117148520,Dsec\GM11247,120458121,abo
17984at7215,Dana\GF20627,Dsim\GD24359,Dyak\GE14487,LOC108020396,LOC108164448,LOC117146331,Dsec\GM13009,120454868,Cals
17997at7215,Dana\GF18186,Dsim\GD18570,Dyak\GE25903,LOC108007961,LOC108155018,LOC117144842,Dsec\GM23759,120453446,CG8159;Dmel\CG8159
1804at7215,Dana\GF21295,Dsim\GD27235,Dyak\sn,LOC108004745,LOC108163310,LOC117148569,LOC6620267,120456199,sn
